timestamp,open,high,low,close,coin_id,volume,price_change_pct,high_low_ratio,rsi_14,ema_20,close_ema_ratio,volatility_20,volume_sma_20,volume_ratio,volume_above_avg,price_above_ema,rsi_oversold,rsi_overbought,future_price,future_return,label
2025-08-23 04:00:00,0.00014805,0.000181,0.00014446,0.00015475,act-b-the-bonk-prophecy,37148.54343772993,0.016153391555584706,0.23612277867528272,82.58916575805398,0.00010268243094667508,1.507073786365309,2.1012318943144303e-05,23985.96455628406,1.5487617081464178,1,1,0,1,0.00014877,-0.03864297253634891,0
2025-08-23 08:00:00,0.00015528,0.00016637,0.00014809,0.00014877,act-b-the-bonk-prophecy,49131.421501526704,-0.03864297253634896,0.12287423539692138,77.25368703087888,0.00010707172323746793,1.3894424737150441,2.2643536407827983e-05,25958.89660065451,1.8926621673237043,1,1,0,1,0.00013759,-0.07514955972306252,0
2025-08-23 12:00:00,0.00014817,0.00015089,0.00013643,0.00013759,act-b-the-bonk-prophecy,52417.691807850584,-0.07514955972306248,0.10509484700923029,68.36188752154062,0.00010997822578628051,1.2510658270426833,2.2890712757061884e-05,27646.750212717714,1.8959802293051444,1,1,0,0,0.00014585,0.060033432662257476,2
2025-08-23 16:00:00,0.00013656,0.00014585,0.00013267,0.00014585,act-b-the-bonk-prophecy,57006.14332180736,0.06003343266225758,0.09036681522111763,71.01618123484945,0.00011339458523520618,1.2862166186989783,2.4417548499733585e-05,28949.941913689334,1.9691280725800457,1,1,0,1,0.00013951,-0.04346931779225229,0
2025-08-23 20:00:00,0.00015136,0.00015979,0.00013879,0.00013951,act-b-the-bonk-prophecy,64101.76981365678,-0.04346931779225227,0.1505268439538386,66.41074613765126,0.00011588176759375798,1.2038994821780296,2.5314287228652848e-05,30142.47736404842,2.1266257925472423,1,1,0,0,0.00015143,0.08544190380617883,2
2025-08-24 00:00:00,0.0001402,0.00015266,0.00013918,0.00015143,act-b-the-bonk-prophecy,53270.34799608827,0.08544190380617889,0.08901802813180998,70.30931531454239,0.00011926731353720959,1.2696689101893466,2.6886752460919053e-05,30529.519882194658,1.7448799785140563,1,1,0,1,0.00014525,-0.040810935745889176,0
2025-08-24 04:00:00,0.00014962,0.00017972,0.00014525,0.00014525,act-b-the-bonk-prophecy,51005.30429766618,-0.04081093574588923,0.23731497418244396,66.03028870390193,0.0001217418551050944,1.1930982970040342,2.772316912468323e-05,30384.018999639426,1.6786885335436195,1,1,0,0,0.0001365,-0.06024096385542166,0
2025-08-24 08:00:00,0.00014766,0.00014824,0.00013207,0.0001365,act-b-the-bonk-prophecy,48211.9550562731,-0.06024096385542166,0.11846153846153847,60.42316839725557,0.00012314739271413301,1.1084278521175266,2.797984272086265e-05,30286.255441895948,1.5918757321705725,1,1,0,0,0.00013213,-0.03201465201465212,0
2025-08-24 12:00:00,0.00013547,0.00014152,0.00013213,0.00013213,act-b-the-bonk-prophecy,45001.38681236016,-0.032014652014652145,0.07106637402558079,57.78402763132293,0.00012400287912231082,1.0655397756504748,2.792763419230042e-05,30349.982392462825,1.4827483663890326,1,1,0,0,0.00012523,-0.05222129720729588,0
2025-08-24 16:00:00,0.00013206,0.00013927,0.00012431,0.00012523,act-b-the-bonk-prophecy,43665.572750411906,-0.05222129720729585,0.1194601932444303,53.78912775126533,0.00012411974777732884,1.0089450086916303,2.7671966714386336e-05,30996.632558819045,1.4087198881217935,1,1,0,0,0.00012102,-0.03361814261758356,0
