timestamp,open,high,low,close,coin_id,volume,price_change_pct,high_low_ratio,rsi_14,ema_20,close_ema_ratio,volatility_20,volume_sma_20,volume_ratio,volume_above_avg,price_above_ema,rsi_oversold,rsi_overbought,future_price,future_return,label,predicted_label,confidence,correct_prediction
2025-09-04 16:00:00,1.442e-05,1.452e-05,1.429e-05,1.43e-05,underdog,12.673302876773509,-0.0131124913733609,0.016083916083916,49.85434294950189,1.4337546484186976e-05,0.997381247605482,3.860525598249129e-07,2016.8707901413995,0.0062836463985305,0,0,0,0,1.404e-05,-0.0181818181818182,1,1,0.5749371,True
2025-09-04 20:00:00,1.405e-05,1.412e-05,1.404e-05,1.404e-05,underdog,9.615459622435818,-0.0181818181818183,0.0056980056980057,44.3136261648933,1.4309208723788216e-05,0.9811863304963416,3.864994723221012e-07,2014.4726501037908,0.0047731894607456,0,0,0,0,1.411e-05,0.004985754985755,1,1,0.55181545,True
2025-09-05 00:00:00,1.404e-05,1.417e-05,1.404e-05,1.411e-05,underdog,9.65976924405107,0.004985754985755,0.0092133238837704,46.05201745931859,1.4290236464379816e-05,0.9873874400308856,3.85820724662306e-07,2012.076106996174,0.0048008965518069,0,0,0,0,1.414e-05,0.0021261516654854,1,1,0.55344284,True
2025-09-05 04:00:00,1.411e-05,1.416e-05,1.399e-05,1.414e-05,underdog,14.143773310294648,0.0021261516654853,0.012022630834512,46.81826483641465,1.4275928229676976e-05,0.9904785014683384,3.645747342344298e-07,2012.6826569459477,0.0070273240848393,0,0,0,0,1.44e-05,0.0183875530410183,1,1,0.6226311,True
2025-09-05 08:00:00,1.414e-05,1.445e-05,1.408e-05,1.44e-05,underdog,14.39756847358865,0.0183875530410182,0.0256944444444444,53.04312697644815,1.428774458875536e-05,1.007856762174555,3.33322982295425e-07,2013.3018916896544,0.0071512218475618,0,1,0,0,1.42e-05,-0.0138888888888888,1,1,0.6209152,True
2025-09-05 12:00:00,1.44e-05,1.444e-05,1.42e-05,1.42e-05,underdog,14.39756847358865,-0.0138888888888888,0.0169014084507043,48.354502158088685,1.427938796125485e-05,0.9944403806752602,3.019493683593863e-07,2013.920640342753,0.0071490247357206,0,0,0,0,1.414e-05,-0.004225352112676,1,1,0.60684335,True
2025-09-05 16:00:00,1.441e-05,1.453e-05,1.398e-05,1.414e-05,underdog,29.266040268216617,-0.004225352112676,0.0388967468175388,47.01195180259862,1.4266112917325816e-05,0.9911599664143512,2.8082350703825377e-07,2015.1741356061295,0.0145228344047865,0,0,0,0,1.416e-05,0.0014144271570014,1,1,0.6023202,True
2025-09-05 20:00:00,1.406e-05,1.424e-05,1.395e-05,1.416e-05,underdog,29.299724669683677,0.0014144271570013,0.0204802259887004,47.534862959213136,1.4256006925199548e-05,0.9932655107630564,2.592275976211295e-07,2016.5313372071944,0.0145297641197396,0,0,0,0,1.415e-05,-0.0007062146892655,1,1,0.57554793,True
2025-09-06 00:00:00,1.416e-05,1.423e-05,1.413e-05,1.415e-05,underdog,29.299724669683677,-0.0007062146892655,0.0070671378091872,47.28360763251496,1.4245911027561495e-05,0.9932674697058028,2.230523894089776e-07,1987.3508511392308,0.0147431062073855,0,0,0,0,1.41e-05,-0.0035335689045936,1,1,0.57209176,True
2025-09-06 04:00:00,1.413e-05,1.419e-05,1.404e-05,1.41e-05,underdog,15.022689921756283,-0.0035335689045935,0.0106382978723404,45.97508786698623,1.4232014739222306e-05,0.9907241004424704,2.230523894089776e-07,1955.664273768606,0.0076816302896443,0,0,0,0,1.402e-05,-0.0056737588652482,1,1,0.58788365,True
2025-09-06 08:00:00,1.41e-05,1.414e-05,1.398e-05,1.402e-05,underdog,14.93906720351945,-0.0056737588652483,0.0114122681883024,43.882582749399646,1.4211822859296372e-05,0.9865025858262162,2.3512594609340134e-07,1921.388897445044,0.007775139756134,0,0,0,0,1.402e-05,0.0,1,1,0.5942402,True
2025-09-06 12:00:00,1.403e-05,1.409e-05,1.402e-05,1.402e-05,underdog,14.93906720351945,0.0,0.0049928673323823,43.882582749399646,1.419355401555386e-05,0.9877723355712268,2.4341593166733073e-07,1886.9569166786976,0.0079170155245591,0,0,0,0,1.405e-05,0.0021398002853066,1,1,0.6022871,True
2025-09-07 12:00:00,1.408e-05,1.408e-05,1.398e-05,1.405e-05,underdog,14.049404195640337,0.0021398002853065,0.0071174377224199,44.97183785349849,1.4179882204548731e-05,0.9908403890331988,2.401857833559603e-07,1553.4933930922616,0.009043748919765,0,0,0,0,1.407e-05,0.001423487544484,1,1,0.60934067,True
2025-09-07 16:00:00,1.405e-05,1.414e-05,1.396e-05,1.407e-05,underdog,15.867101776790248,0.001423487544484,0.0127931769722814,45.728148117154866,1.4169417232686947e-05,0.9929836752595862,2.187398117928189e-07,1216.9666776103434,0.0130382384897729,0,0,0,0,1.389e-05,-0.0127931769722814,1,1,0.61753416,True
2025-09-07 20:00:00,1.414e-05,1.415e-05,1.386e-05,1.389e-05,underdog,15.671367499742532,-0.0127931769722814,0.0208783297336213,40.35269887697224,1.4142806067669145e-05,0.9821247589439084,2.015492626212192e-07,913.1835998154224,0.0171612450145952,0,0,0,0,1.4e-05,0.0079193664506838,1,1,0.62239015,True
